5;9.000000
5;14.000000
5;13.000000
5;33.000000
5;23.000000
5;24.000000
5;23.000000
5;27.000000
5;21.000000
5;23.000000
5;26.000000
5;27.000000
5;23.000000
5;29.000000
5;25.000000
5;28.000000
5;25.000000
5;24.000000
5;24.000000
5;31.000000
5;2.000000
5;23.000000
5;24.000000
5;22.000000
5;25.000000
5;8.000000
5;26.000000
5;12.000000
5;31.000000
5;32.000000
5;35.000000
5;42.000000
5;55.000000
5;33.000000
5;32.000000
5;19.000000
5;17.000000
5;12.000000
5;14.000000
5;16.000000
5;17.000000
5;77.000000
5;15.000000
5;16.000000
5;12.000000
5;10.000000
5;15.000000
5;10.000000
5;11.000000
5;46.000000
